galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",y
990025,Large Magellanic Cloud (LMC),0.6586582989216929,65.84814286070049,16918.077818090645,0.63348510405077,8.77730071674039,5.046541708486534,0.5304028120549652,0.43242738122046676,169.51244230251652,0.05258977109572517
990025,Camelopardalis B,0.8602168120985034,75.23258576075457,21330.91707464692,0.792548654765086,13.508292414754788,8.550770269933178,0.6804799321917058,0.5835351992309316,134.39095895628586,0.05986803016773545
990025,Virgo I,0.5740493133660876,55.85309521125108,17839.607592231496,0.5422928557908362,7.8656103107561375,4.721272803239919,0.4547541533226053,0.3625481788963949,185.41057016119657,0.05044906218785139
990025,UGC 8651 (DDO 181),0.5558616483658992,52.333292798488856,20108.602734079344,0.6393374804223306,11.698083710853764,8.485719696392836,1.0970619495741674,0.41998224488929,275.8720019636632,0.04939424843578112
990025,Tucana Dwarf,1.0191473392548798,82.147857794865,70791.67919373671,1.116724689097847,15.608836415662223,11.187086146066024,0.8932184976428398,0.810034908129262,64.25983156714581,0.15424698544491255
990025,KKh 060,0.8978219136861348,78.66222870348902,27228.379160881606,0.8453642006756411,14.102665905896808,9.640682745586792,0.7975624417271249,0.6682780502124005,131.53292899694426,0.05287066836840537
990025,Grus II,0.8727180950180625,76.08966673747459,20378.838778489877,0.8673149520855207,14.319758584040011,8.119093828869847,0.8083978949344275,0.5599483164582786,123.82306033703739,0.05278024816084981
990025,UGCA 292,0.927879462333505,79.40217099396507,23670.10269315107,0.8502689021933498,14.510791007981249,8.792153702903724,0.7981408027034188,0.6243204306877548,121.721646904183,0.06265202442315343
990025,Aquarius II,0.6339613916549712,62.39113090691826,16660.155862168675,0.6288768461792015,9.586340265485125,6.203110184724782,0.5661730934131337,0.43810489504105404,161.4561087807859,0.05392714068299398
990025,Andromeda XI,0.6519044046330166,61.501382825053945,16981.16589427699,0.5791377653733212,9.083190490993887,5.45679464072738,0.4827943928125807,0.3673981218030288,164.19857213669206,0.05058821118683099
990025,Antlia Dwarf,0.9195261935534623,78.1723830005807,26614.890644625055,0.8615752555032933,15.242405545349323,10.072980047293344,0.7650473061230217,0.6208316315008869,117.75090165484568,0.059471811445361074
990025,IC 1613 (UGC 668),0.5508109426850882,60.29383480203024,19999.013041215694,0.5704356228715067,6.953428799363995,4.898407861382376,0.5195326822604783,0.40051413214512477,179.1542785698479,0.04890195161303802
990025,Leo P,1.005918768603568,86.58868877485595,40709.4393495499,1.0028171716044156,16.090803722142535,12.093958125640503,0.9154584404920055,0.7995028423976285,74.91855837657317,0.17806625579404411
990025,"Cassiopeia Dwarf (Cas dSph, Andromeda VII)",0.9898865477567357,83.60581790189272,41969.76358622976,1.0321758842266469,16.70696691252275,10.871396097837517,0.9331256653234219,0.816404694933295,64.88437170013104,0.15490988747588494
990025,Draco II,0.6126863332952878,62.88840919860776,17820.099834196746,0.5902500272519925,8.679909479778361,5.587919801326104,0.4717056418308802,0.40120669922137236,176.45319603602326,0.05022043090917161
990025,Sagittarius II,0.9447197272410364,79.45801760666703,27421.24461922772,0.8074389307426749,14.978902161531378,11.445976461488717,0.8088172680597173,0.802269139429637,110.49295681005181,0.0910722712178067
990025,Carina III,0.8784305652357844,76.27524019304835,30035.826138174016,0.7847166091715315,14.954007015879787,9.759785859389401,0.7779702610988264,0.7223030255062841,111.92416838590407,0.0829637297619793
990025,UGCA 133 (DDO 44),0.6212388931692507,62.43285391845184,20649.145839925488,0.634485178044991,8.288630416639053,5.460420516781565,0.4998371850391913,0.40841888996860437,185.4284664641236,0.051880758185808507
990025,Lacerta I (Andromeda XXXI),0.8717083402019244,77.48671975404692,30666.966952239512,0.8990489900364134,15.052632933146363,11.841299815841131,0.8620951208102198,0.8221288273182852,105.2079369007544,0.07202887096108546
990025,Boötes IV,0.8231244324268855,74.44477026989996,23908.936351778444,0.7457477462650727,13.355837240693987,9.225863811354605,0.6852452654188252,0.5996953618446412,147.51296490608672,0.0586574622280609
990025,Maffei 2,0.7130471434082363,68.11686167994472,17883.238941258816,0.6660632392309386,10.301685941356013,6.1103452944240955,0.5593805807559422,0.4694777622128754,172.71918202095767,0.052894752124435285
990025,KUG 1210+301B (KK98 127),0.7334894620959063,68.77188351672012,19357.306874394642,0.6854496598128056,10.210044469625185,6.207197122383552,0.5742334005603793,0.43824130699833636,171.08166331962894,0.05266047706833177
990025,Andromeda V,1.001610822281646,88.24804909091532,42716.145200901185,1.0127604279034625,16.970985305633835,11.780977280705264,0.9588256411512539,0.8521571062329959,59.08296492055255,0.21020164874453506
990025,Sagittarius Dwarf Sphr SagDEG,0.912684953553047,78.26888963377851,29199.08465036513,0.869912533310292,15.961107232218025,10.1926916134416,0.8610760599585016,0.7311861951249273,117.92538703603039,0.07496698593213746
990025,UGCA 276 (DDO 113),0.9191652050124729,79.33414245649502,26080.120791850324,0.8990158157324716,15.314955218671193,9.429590965439496,0.8247725049870299,0.6829628111377068,104.22002315329053,0.05045961743956817
990025,Ursa Minor Dwarf,0.9356183661499232,82.33937834847254,81597.06020030884,1.0885743845832065,14.092458646522019,9.75079240545112,0.8744298427010508,0.7402521914791419,81.5837700408169,0.05806376696303873
990025,UGC 9128 (DDO 187),0.9181434446038261,77.90731732694117,25969.371946836603,0.905038364148588,14.981960579693665,8.90834913448584,0.8385000703737072,0.6709349621418197,110.468221292933,0.06271945879014817
990025,Andromeda XX,0.8586677452904231,77.49677885046705,22383.34361521593,0.7385267803596397,13.850203671920838,8.11035586155826,0.7062850117687313,0.5721618767500782,137.73241688983143,0.05553664397530178
990025,Segue 2,0.9999665088675039,81.08207054380175,40599.726035555715,0.9752245005859999,16.189314384960372,10.544355444983752,0.8620152398323195,0.7704707634577048,82.60063152418445,0.08912155822824275
990025,Fornax Dwarf (E356-G04),0.9619639459081092,83.23036019836165,34427.79282009906,0.9310161718062557,17.365604269617336,12.931571333311007,0.9159586304671735,0.8988535238016054,66.47529818837384,0.15318738075040073
990025,Columba I,0.8939565342655751,79.65886417245791,27395.55282904365,0.8140167554687044,14.402350511635797,9.273151220161246,0.7676635228078875,0.7238561541462637,122.72978910668515,0.06614886639625428
990025,KK98 77,0.7554069615105641,69.25555767569634,18271.08185701601,0.7161754011123366,11.076838492500338,6.480619759386802,0.6442578120768879,0.5082057648421502,154.58622115582605,0.053549283611632366
990025,"Holmberg II (DDO 50, UGC 4305)",0.9302513271760698,81.78190455984658,67528.70037846267,1.0416791996015857,14.432087692157484,9.45650691920281,0.8596600481933764,0.7108321713338427,85.07089052483052,0.056973640197972235
990025,ESO 540-030 (KDG 2),0.9394637940643272,77.34795323260009,25661.901830032228,0.7894500449747737,15.272190089784269,9.308656440095115,0.7994827186999225,0.6380621995849084,100.99495044533684,0.06544894612818297
990025,NGC 404,0.9343401980553905,82.36641756962781,29210.200047342965,0.8641130247421467,15.962026932397762,10.524371037440531,0.8965881400030694,0.735397525354068,89.01202389356618,0.07166034427817136
990025,UGC 8833,0.8004577357011456,73.13676333838899,20196.34598946154,0.7053818585099704,11.999794520688617,7.996461950517993,0.7097771015369648,0.5318511765797996,148.06581526456608,0.05314808676667526
990025,Perseus I (Andromeda XXXIII),0.9774014010867295,84.52929445521,57425.229825250244,1.0653111248627627,15.4302595223317,9.611582675254548,0.8800509448244556,0.7158195861233733,85.47458217777137,0.056408246519370035
990025,Horologium II,0.5552847070996665,55.83434883675062,17375.38187581554,0.5217232554709201,7.69983725028513,4.239333462675108,0.46045813592024837,0.36041618720416074,185.31850975385646,0.05120195555676699
990025,Andromeda XXVI,0.7462154057129092,70.72849753708861,19944.386744848012,0.6640929282193689,10.144422920450978,6.562335374470964,0.5585481737882491,0.4535093039607794,167.84034685590632,0.05537158441874157
990025,Grus I,0.8901028167193389,77.38798136745358,27520.40057909577,0.8065504040563158,14.524343315847315,8.772873364055261,0.7608231904792736,0.6337243897259014,135.26313235205598,0.07885913077147244
990025,Andromeda IX,0.9817333334323157,86.26830952514351,46254.07751149705,1.0355530669525568,17.547996769060155,11.821027153502822,0.9558990757100464,0.8665806936412117,63.56119866596459,0.1513142861893927
990025,Andromeda XXII[57],0.9397481499186549,79.19494550471299,27250.370950383716,0.8309648691260973,14.62183877828558,8.27496910835251,0.8018674405802017,0.6318529398423004,119.6154354978136,0.076159812509759
990025,ESO 274-01[70],0.6676117298297515,65.46693600069277,16694.07616315645,0.6296217066387518,8.822348288785966,5.456691714612281,0.5592400841711156,0.4335433537980345,169.46024459836877,0.049111446947702864
990025,"Leo II Dwarf (Leo B, DDO 93)",0.910391896850287,81.35085092829604,26718.17707365793,0.8124439378003034,14.168278817061614,8.190209933920313,0.7737345975211233,0.5971384719424657,125.7709381932915,0.05710520076683224
990025,Reticulum II,0.9244423076153225,76.36707151127008,23451.145716256404,0.8036733650327467,15.385223884666193,10.634312921187455,0.8332225062405275,0.7077836527538862,129.132594115662,0.10858997911374113
990025,Andromeda II,0.935228098170762,84.29567752525881,41441.74613570706,0.9913383137871218,16.546623889498186,12.118315039090005,0.9184069083726448,0.8716868209317807,74.32295478188453,0.16793520472448298
990025,Indus II,0.93810232042478,79.76254708802193,26212.158924706197,0.7952181858489339,14.483088183578074,10.516505877387514,0.8410909650088306,0.755363623865097,100.29746950605596,0.08252922461994182
990025,MB 1 (KK98 21),0.9335249247702725,80.30785596115122,34706.709795565344,0.896607490261872,16.39710395415258,11.947340388868737,0.8613494028359878,0.844872486394272,92.64657949120458,0.13113783902875042
990025,UGCA 105,0.9435368284834196,81.01382582144394,27522.162777974325,0.8108595314259492,15.110040716981603,9.988453291839576,0.8136343416192983,0.691263333479181,104.77815854126919,0.05535699034819308
990025,Crater II,0.5967879037799169,57.95550249608083,17627.14547898947,0.589152184898283,9.584656024619997,5.133589662629675,0.477457894489446,0.38111983994743026,174.12768632011733,0.051187328552182
990025,Andromeda XVIII[60],0.8711243370321083,78.29861574932384,26742.164782832977,0.7358136547859767,13.409626113856872,8.211813341616322,0.7141555358127786,0.6205401948842567,128.96605407486257,0.04902270820084542
990025,KKH 11 (ZOAG G135.74-04.53),0.9401337409762381,80.15405880035853,29665.133026919997,0.8672245466458817,14.280059429219557,10.182815966987338,0.8338998109582034,0.7165469732620064,113.00944738061786,0.09737174622539856
990025,Phoenix Dwarf Galaxy (P 6830),0.9795324095983944,85.86581800761272,47579.30585965483,1.0466672377964972,17.419142742620846,11.578670101235616,0.9566905813522261,0.842426517014229,53.85999623513122,0.1707474751204121
990025,ESO 321-014[70],0.8583867452724033,76.71499883024542,23815.600983891443,0.748857007152586,14.096053240888448,8.290920868554707,0.7561204949278139,0.635978219226421,132.1006658843616,0.06860248397140545
990025,ESO 325-11,0.8812483547319899,78.34621112573316,27842.014604898206,0.8619670554495943,15.287403164567168,9.68914115082715,0.7732724561262706,0.5945762576659096,120.24582971917225,0.07772336787209855
990025,Andromeda XVII,0.5980362685525034,57.766999075698244,16436.29209928132,0.5911793739234695,8.458703216972296,5.11488015406061,0.4994322470985059,0.3652958738432357,173.79668682098406,0.06708108302788651
990025,Phoenix II,0.9318057530877014,79.08433585615991,24349.91853908761,0.7790436392679331,14.871822466506714,8.811647364298825,0.7952811375437011,0.6650467897940069,123.47763565529883,0.06222121019319171
990025,Pisces IV (Andromeda XIV),0.9491743642704319,77.86647976570694,24737.17294000686,0.8066865583810635,15.280472704219411,10.371193152077115,0.8132162476913659,0.7851776067726449,102.369481345225,0.07080086753664072
990025,FM2000 1,0.8876637700368238,81.03187627288152,29812.307594921116,0.8351146464222818,14.086388012637965,8.098090175536596,0.7538299869285782,0.6309008156471251,125.20979359187116,0.0671384826919269
990025,UGCA 438 (ESO 407-018),0.888963307304806,78.05981862590345,29052.86780647557,0.8257931107569586,14.142408531214498,8.448946475653491,0.7223850532169841,0.5961250491018477,128.70447214497668,0.07328648098462276
990025,Triangulum II,1.0391357478110612,87.1470758786735,47661.12279970869,1.0675206666094812,17.365116416270446,12.055800180037185,0.937622660203089,0.8822794245902055,57.600557612040575,0.17906684947114682
990025,Sculptor Dwarf (E351-G30),0.9449763604774919,83.733256212555,41554.319135118254,0.9959830923510268,16.691103985029812,11.721926786782936,0.9088298888087448,0.8769476386176018,71.73319959458992,0.16409474231809296
990025,Cas 1 (KK98 19),0.9120455476028297,79.77200543779138,27245.663620291307,0.8160457835776928,14.530810198074136,9.069170805866035,0.7366848285610621,0.6284638083860976,123.89737571154195,0.0606295843322916
990025,NGC 3741,1.0055191635398082,85.49558461764161,42593.879939346305,1.0304460111121099,17.957444233596135,12.730244836521994,0.9818517637939594,0.942771398891872,58.776829407941285,0.26887654956233764
990025,Andromeda III,0.9769247389827628,84.39817802609264,41331.34163930264,0.9597959556561076,16.786144923117575,12.410913885028654,0.914934827900353,0.883639928309862,79.7718405787822,0.11075791598515317
990025,Ursa Major I Dwarf (UMa I dSph),0.8999333010865317,79.39047687677554,24841.873264922568,0.7527655293287393,14.833991370977378,9.006276093467283,0.744725353165402,0.6496232277610796,123.870243141375,0.061390949189455875
990025,NGC 185,0.909556161316293,78.83889261090592,24407.606773450094,0.8273962613802952,15.509614910191669,10.038228102307313,0.8469406329950026,0.7672591729134312,109.42535673859972,0.0692163241293533
